All Students	78961	13653	691	1106	2517	5991	13086	79528	60475	8748	76.04240016094961	12.957700432552057	10.99989940649834
American Indian	1277	259	24	42	87	171	266	1270	667	279	52.51968503937008	25.511811023622048	21.968503937007874
Asian/Pacific Islanders	6135	1493	55	76	97	330	1047	6581	5401	622	82.06959428658259	8.478954566175354	9.451451147242059
Asian	5562	1278	47	70	73	248	861	5979	5026	515	84.06087974577689	7.325639739086803	8.61348051513631
Pacific Islanders	573	215	8	6	24	82	186	602	375	107	62.292358803986716	19.93355481727575	17.774086378737543
Black	3718	987	53	72	142	427	886	3819	2497	628	65.38360827441738	18.172296412673475	16.444095312909138
Hispanic	12982	2981	211	273	580	1444	2590	13373	8773	2092	65.60233305914903	18.75420623644657	15.643460704404397
White	50845	7278	325	599	1481	3297	7722	50401	40029	4670	79.42104323326919	11.313267593896946	9.265689172833873
Two or More Races	3988	646	19	44	130	322	554	4080	3108	457	76.17647058823529	12.622549019607842	11.200980392156863
Special Ed	9103	1223	54	136	388	1043	1522	8804	4785	2398	54.35029532030895	18.412085415720128	27.237619263970924
Bilingual	3563	1803	125	141	241	598	983	4383	2211	1067	50.444900752908964	25.211042664841433	24.3440565822496
Low Income	38628	6685	380	747	1900	4447	6586	38727	25031	6222	64.63449273116947	19.299196942701474	16.066310326129056
Title I Migrant	1930	491	37	37	106	255	381	2040	1271	334	62.30392156862745	21.323529411764707	16.372549019607842
504	3404	250	6	23	83	267	339	3315	2490	446	75.1131221719457	11.43288084464555	13.453996983408748
Homeless	3880	1097	48	87	332	803	901	4076	1837	969	45.06869479882237	31.157998037291463	23.773307163886162
Foster Care	723	114	11	22	81	161	176	661	242	144	36.61119515885023	41.6036308623298	21.78517397881997
Female	38814	6740	321	518	1106	2491	6360	39194	31327	3431	79.92805021176711	11.31805888656427	8.753890901668623
Male	40147	6913	370	588	1411	3500	6726	40334	29148	5317	72.26657410621313	14.550999157038728	13.182426736748154
